title,price,ratings,stars,shipping+tax,brand,series,screenSize,color,hard_disk_size,cpu_model,ram,OS,card_description,graphics_coprocessor
"ASUS Chromebook C223 11.6"" HD Chromebook Laptop, Intel Dual-Core Celeron N3350 Processor (up to 2.4GHz), 4GB RAM, 32GB eMMC Storage, Premium Design, Grey, C223NA-DH02",,"1,795 ratings",4.2 out of 5 stars, $265.90 Shipping & Import Fees Deposit to Bangladesh ,ASUS,Chromebook C223,11.6 Inches,Grey,32 GB,Celeron N3350,4 GB,Chrome OS,Integrated,Intel HD Graphics 500
"2022 HP Victus 15.6"" FHD IPS 144 Hz Gaming Laptop - 12th Intel i5-12450H 8 Cores - Nvidia GTX 1650 4GB - 32GB DDR4 - 1TB M.2 SSD - WiFi 6 - RJ-45 - Windows 10 Pro w/ RATZK 32GB USB Drive",,,,,HP,VICTUS,15.6 Inches,Mica Silver,1 TB,Core i5 Family,32 GB,Windows 10 Pro,Dedicated,Nvidia GTX 1650 4GB
"Acer Nitro 5 AN515-45-R21A Gaming Laptop, AMD Ryzen 5 5600H Hexa-Core Processor | NVIDIA GeForce RTX 3060 GPU | 15.6"" FHD 144Hz IPS Display | 16GB DDR4 | 512GB NVMe SSD | WiFi 6 | RGB Keyboard",,43 ratings,3.8 out of 5 stars,,Acer,AN515-45-R21A,15.6 Inches,Black,512 GB,AMD Ryzen 5 5600X,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 3060
"ASUS Chromebook C203XA Rugged & Spill Resistant Laptop, 11.6"" HD, 180 Degree, MediaTek Quad-Core Processor, 4GB RAM, 32GB eMMC, MIL-STD 810G Durability, Dark Grey, Education, Chrome OS, C203XA-YS02-GR",$231.74,448 ratings,4.3 out of 5 stars, $391.39 Shipping & Import Fees Deposit to Bangladesh ,ASUS,,,,,,,,,
"Alienware x15 R1 VR Ready Gaming Laptop - 15.6 inch FHD 360Hz Display, Intel Core i7-11800H, 16GB DDR4 RAM, 1TB SSD, HDMI, WiFi, NVIDIA GeForce RTX 3070 8GB GDDR6, Windows 11 Home - White",,38 ratings,3.9 out of 5 stars,,Alienware,Alienware x15 R1,15.6 Inches,White,1 TB,Core i7 Family,16 GB,Windows 10 Home,RTX 3070,NVIDIA GeForce RTX 3070
"Acer 2022 Predator Triton300 Gaming Laptop 15.6"" FHD IPS 144Hz Intel 8-Core i7-11800H NVIDIA RTX3060 6GB 32GB DDR4 2TB NVMe SSD Killer WiFi 6 HDMI m-DP Thunderbolt4 RGB Backlit KB Windows 11 w/RE USB","$1,899.99",45 ratings,4.0 out of 5 stars,,Acer,PT315-53,15.6 Inches,Abyss Black,2 TB,Core i7 Family,32 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"MSI Summit E13 Flip EVO Professional Laptop: 13"" IPS-Level Touch Screen, Intel core i7-1185G7, Iris Xe, 32GB RAM, 1TB NVMe SSD, Win10 PRO, Ink Black (A11MT-021)","$1,895.97",36 ratings,3.7 out of 5 stars," $2,537.65 Shipping & Import Fees Deposit to Bangladesh ",MSI,Summit E13Flip A11MT-021,13.4 Inches,Ink Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Integrated,Intel Iris Xe Graphics
"HP Business Laptop, 14"" FHD IPS Micro-Edge Display, AMD Ryzen 3 3250U (Beat i3-10110U), 8GB DDR4 RAM, 128GB SSD, Webcam, USB-C, HDMI, WiFi, SD Card Reader, SPS HDMI Cable, Win 11",,21 ratings,4.1 out of 5 stars,,HP,,14 Inches,Natural Silver,128 GB,Ryzen 3,8 GB,Windows 11,Integrated,AMD Radeon Graphics
"Evoo Gaming 15.6” Laptop, FHD, 120Hz, AMD Ryzen 7 4800H Processor, NVIDIA GeForce RTX 2060, THX Spatial Audio, 512GB SSD, 16GB RAM, RGB Backlit Keyboard, HD Camera, Windows 10 Home, Black (EG-LP7-BK)","$1,213.66",84 ratings,4.0 out of 5 stars," $1,688.65 Shipping & Import Fees Deposit to Bangladesh ",Evoo,EVOO Gaming Laptop,15.6 Inches,Black,512 GB,Ryzen 7 4800H,16 GB,Windows 10 Home,Integrated,NVIDIA GeForce RTX 2060
"Acer Aspire 5 A515-56-53S3 Laptop | 15.6"" Full HD IPS Display | 11th Gen Intel Core i5-1135G7 | Intel Iris Xe Graphics | 8GB DDR4 | 256GB SSD | WiFi 6 | Fingerprint Reader | BL Keyboard | Windows 11",$483.00,95 ratings,4.2 out of 5 stars, $723.62 Shipping & Import Fees Deposit to Bangladesh ,Acer,Aspire 5,15.6 Inches,Silver,256 GB,Intel Core i5,8 GB,Windows,Integrated,
"2022 MSI GF65 Thin 15.6"" FHD IPS 144Hz Gaming Laptop Intel 8-Core i7-10750H NVIDIA GeForce RTX 3060 6GB GDDR6 32GB DDR4 1TB NVMe SSD HDMI USB-C WiFi AX RJ-45 Backlit Windows 11 Home w/ Free 32GB USB","$1,449.99",1 rating,5.0 out of 5 stars,,MSI,GF65-10UE,15.6 Inches,Black,4 TB,Corei7-10750H,128 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"2022 MSI Raider GE66 12UHS-235 Pro Extreme (i9-12900HK, 64GB RAM, 4TB NVMe SSD, RTX 3080Ti 16GB, 15.6"" 4K UHD, Windows 11) Gaming Laptop","$4,595.00",3 ratings,5.0 out of 5 stars,,EXCaliberPC,Raider GE66 12UHS,15.6 Inches,64GB RAM,4 TB,Intel Core i9,64 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3080 Ti
"Acer Swift 3 OLED Intel Evo Thin & Light Laptop | 14"" OLED 2880x1800 | Intel Core i7-12700H | Intel Iris Xe Graphics | 16GB LPDDR5 | 1TB SSD | Killer Wi-Fi 6E AX1675 | Windows 11 Home | SF314-71-75MW","$1,199.99",,," $1,636.53 Shipping & Import Fees Deposit to Bangladesh ",Acer,SF314-71-75MW,14 Inches,Gray,,Core I7 11800H,16 GB,Windows 11 Home,Integrated,Intel Iris Xe Graphics
"Lenovo IdeaPad L340 Gaming Laptop, 15.6-Inch FHD (1920 X 1080) IPS Display, Intel Core i7-9750H Processor, 8GB DDR4 RAM, 1TB HDD, 256GB NVMe SSD, NVIDIA GeForce GTX 1050, Windows 10, 81LK000EUS, Black",,98 ratings,4.4 out of 5 stars,,Lenovo,L340 Gaming,15.6 Inches,Black,1 TB,Intel Core i7,64 GB,Windows 10,Dedicated,NVIDIA GeForce GTX 1050
"MSI GS76 Stealth Gaming Laptop: 17.3"" 300Hz FHD 1080p Display, Intel Core i7-11800H, NVIDIA GeForce RTX 3080, 32GB, 1TB SSD, Thunderbolt 4, WiFi 6, Win10, Black (11UH-029)","$3,141.12",10 ratings,3.5 out of 5 stars," $4,159.17 Shipping & Import Fees Deposit to Bangladesh ",MSI,GS76 Stealth 11UH-029,17.3 Inches,Core Black,,Core i7 Family,32 GB,Microsoft Windows 10 Professional (64bit),Dedicated,
"Lenovo Legion 5 Pro 16"" 165Hz WQXGA IPS NVIDIA G-Sync 500 nits AMD Ryzen 7-6800H 16GB DDR5 RAM 1TB SSD RTX 3070 Ti 8GB GDDR6 TGP 140W Gaming Laptop",,10 ratings,4.7 out of 5 stars,,Lenovo,Legion 5 Pro,16 Inches,16 GB RAM | 1TB PCIe SSD,1 TB,Ryzen 7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"ASUS Student Laptop, 12 inch IPS Anti-Glare Eye-Care HD Display, Intel Celeron N4500, Military-Grade Durability, Wi-Fi 6, Ethernet Port, Long Battery Life, Windows 10 Pro (4GB RAM | 128GB SSD)",,58 ratings,4.2 out of 5 stars,,ASUS,BR1100CKA-XS04,12 Inches,,128 GB,Celeron,4 GB,Windows 11,Integrated,Intel UHD Graphics 600
"MSI Stealth 15M Gaming Laptop: 15.6"" 144Hz Display, Intel Core i7-1185G7, NVIDIA GeForce RTX 2060, 16GB RAM, 512GB NVMe SSD, Win10, Black (A11SEK-210)",,5 ratings,3.3 out of 5 stars,,MSI,Stealth 15M A11SEK-210,15.6,White,512 GB,Corei7-1065G7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 2060
"MSI 2022 GF76 Katana 17.3"" 144 Hz FHD Gaming Laptop 12th Intel i7-12700H 14-Core 64GB DDR4 2TB NVMe SSD NVIDIA GeForce RTX 3060 6GB Backlit Keyboard DTS Audio Windows 11 Home WiFi 6 w/RATZK 32GB USB","$1,899.00",,,,MSI,GF76 12UE,17.3 Inches,Core Black,2 TB,Core i7 Family,64 GB,Windows 11,Dedicated,
"ASUS ROG Zephyrus 16.0"" 165Hz WQXGA IPS Gaming Laptop (Intel i9-12900H 14-Core, 16GB DDR5 4800MHz RAM, 1TB SSD, RTX 3070 Ti 8GB GDDR6, RGB Backlit KYB, WiFi 6, (2560x1600), WiFi, Win11Home) w/Hub",,,,,ASUS,ROG Zephyrus GU603,16 Inches,,1 TB,Core i9,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Dell 2022 Newest Inspiron 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1135G7, 16GB DDR4 RAM, 512GB PCIe SSD, SD Card Reader, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",,78 ratings,3.9 out of 5 stars,,Dell,Inspiron,15.6 Inches,Black,512 GB,Core i5 Family,16 GB,Windows 11 Home,Integrated,Intel Iris Xe Graphics
"Lenovo IdeaPad Touchscreen Laptop, 15.6"" FHD, AMD 8-Core Ryzen 7 5700U (Beat i7-10870H), 16GB RAM, 512GB PCIe SSD, USB-C, HDMI, WiFi 6, Webcam, KeyPad, FP Reader, SPS HDMI Cable, Cloud Grey, Win 11",,3 ratings,3.5 out of 5 stars,,Lenovo,,15.6 Inches,Cloud Grey,512 GB,Ryzen 7,16 GB,Windows 11,Integrated,AMD Radeon
"2022 ASUS TUF Dash F15 Gaming Laptop, 15.6"" FHD 144Hz, 12th Gen Intel 10-Core i7-12650H, GeForce RTX 3070, 8GB DDR5, 512GB PCIe SSD, VR Ready, Thunderbolt 4, WiFi 6, RGB, SPS HDMI 2.1 Cable, Win 11","$1,339.99",3 ratings,3.5 out of 5 stars,,ASUS,,15.6 Inches,Black,512 GB,Core i7,8 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3070
"Dell G7 17 Gaming Laptop (Windows 10 Home, 9th Gen Intel Core i7-9750H, NVIDIA GTX 1660 Ti 6G, 17.3"" FHD LCD Screen, 512GB SSD, 16 GB RAM) G7790-7662GRY-PUS",,314 ratings,4.3 out of 5 stars,,Dell,Vulcan 17,17.3 Inches,Gray,512 GB,Intel Core i7,16 GB,Windows 10 Home,Dedicated,
"2022 MSI Vector GP76 12UE-270 (i7-12700H, 32GB RAM, 1TB NVMe SSD, RTX 3060 6GB, 17.3"" FHD 360Hz 3ms, Windows 11) Gaming Laptop","$1,679.00",3 ratings,5.0 out of 5 stars,,EXCaliberPC,Vector GP76 12UE,17.3 Inches,32GB RAM,1 TB,Core i7,32 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3060
"2022 HP Omen Gaming Laptop | 16.1"" IPS 165 Hz FHD Display | Intel 14-Core i7-12700H | NVIDIA RTX 3060 | 32GB DDR5 1TB SSD | WiFi 6E | Thunderbolt4 | HDMI | Mini DP | RGB Backlit KB | Win10 Home",,1 rating,5.0 out of 5 stars,,HP,HP-Omen,16.1 Inches,Black,1 TB,Core i7 Family,32 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 3060
"Acer Nitro 5 AN515-55-53E5 Gaming Laptop | Intel Core i5-10300H | NVIDIA GeForce RTX 3050 | 15.6"" FHD 144Hz IPS Display | 8GB DDR4 | 256GB SSD | Intel Wi-Fi 6 Nitro TKL Gaming Keyboard",,69 ratings,4.7 out of 5 stars,,Acer,Acer Nitro,15.6 Inches,Black,256 GB,Corei5-10300H,8 GB,Windows 10 Home,Dedicated,NVIDIA GeForce RTX 3050
"ASUS TUF Gaming Laptop, 15.6” Full HD IPS-Type, Intel Core i5-9300H, GeForce GTX 1650, 8GB DDR4, 512GB PCIe SSD, Gigabit Wi-Fi 5, Windows 10 Home, FX505GT-US52",,235 ratings,4.6 out of 5 stars,,ASUS,,15.6 Inches,,,Core i5,8 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1650
"MSI Modern 15A Thin and Light Daily Laptop: 15.6"" FHD 1080p, Intel Core i7-1195G7, Intel Iris Xe, 8GB, 1TB SSD, Win10, Carbon Gray (A11MU-652)",$699.49,2 ratings,3.0 out of 5 stars,,MSI,Modern 15 A11MU-652,15.6 Inches,Carbon Gray,1 TB,Core i7 Family,8 GB,Windows 10 Home,Integrated,Intel Iris Xe Graphics
"MSI GF63 15.6"" 144hz Gaming Laptop: Intel Core i7-11800H, RTX 3050, 16GB, 512GB NVMe SSD, Win11 (11UC-1245)",,,,,MSI,GF63 Thin 11UC-1245,15.6 Inches,Black,,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3050
"MSI GS66 Stealth 15.6"" FHD 240Hz 2.5ms Ultra Thin and Light Gaming Laptop Intel Core i7-11800H RTX3060 16GB 1TB NVMe SSD Win11 VR Ready - Black (11UE-662)",,2 ratings,5.0 out of 5 stars,,MSI,GS66 Stealth 11UE-662,15.6 Inches,Black,,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3060
"Lenovo IdeaPad 3 14"" FHD Laptop, 11th Intel 4-Core i5-1135G7, Intel Iris Xe Graphics, 12GB RAM, 512GB PCIe SSD, USB-C, HDMI, WiFi 6, FP Reader, Webcam, SD Card Reader, SPS HDMI Cable, Grey, Win 11",,1 rating,1.0 out of 5 stars,,Lenovo,,14 Inches,Arctic Gray,512 GB,Core i5,12 GB,Windows 11,Integrated,Intel Iris Xe Graphics
"HP Chromebook 11-inch Laptop - Up to 15 Hour Battery Life - MediaTek - MT8183 - 4 GB RAM - 32 GB eMMC Storage - 11.6-inch HD Display - with Chrome OS™ - (11a-na0021nr, 2020 model, Snow White)",$198.90,"2,917 ratings",4.4 out of 5 stars, $345.23 Shipping & Import Fees Deposit to Bangladesh ,HP,Chromebook 11a,11.6 Inches,Snow White,32 GB,MediaTek MT8183,4 GB,Chrome OS,Integrated,
"EXCaliberPC 2023 MSI Stealth GS66 12UGS-297US (i9-12900H, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 15.6"" QHD 240Hz, Windows 11) Gaming Laptop","$2,699.00",,,,EXCaliberPC,Stealth GS66 12UGS,15.6 Inches,32GB RAM,1 TB,Intel Core i9,32 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Acer Aspire 5 A515-56-36UT, 15.6"" Full HD Display, 11th Gen Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB NVMe SSD, WiFi 6, Windows 11 Home (S Mode)",$389.99,"2,663 ratings",4.3 out of 5 stars, $604.35 Shipping & Import Fees Deposit to Bangladesh ,Acer,Aspire 5,15.6 Inches,Silver,128 GB,Core i3,4 GB,Windows 11 Home (S Mode),Integrated,
"Dell Alienware m15 R7 Gaming Laptop (2022) | 15.6"" FHD | Core i7 - 1TB SSD - 32GB RAM - RTX 3060 | 14 Cores @ 4.7 GHz - 12th Gen CPU - 12GB GDDR6 Win 11 Pro (Renewed)",,,,,Dell,Alienware m15 R7 Laptop,15.6 Inches,Dark Side of the Moon,1000 GB,Core i7,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3060
"ASUS VivoBook 15 Laptop, 15.6"" Display, AMD Ryzen 5 4600H CPU, AMD Radeon GPU, 8GB RAM, 256GB SSD, Windows 11 Home, Quiet Blue, M1502IA-AS51",$533.99,22 ratings,4.3 out of 5 stars, $863.51 Shipping & Import Fees Deposit to Bangladesh ,ASUS,M1502IA-AS51,15.6 Inches,Quiet Blue,256 GB,Ryzen 5,8 GB,Windows 11 Home,Dedicated,AMD Radeon GPU
"HP Pavilion 15.6"" Gaming Laptop AMD Ryzen 7-4800H 12GB RAM 512GB SSD PCIe NVMe M.2 GTX 1660Ti 6GB",$969.90,2 ratings,5.0 out of 5 stars," $1,357.45 Shipping & Import Fees Deposit to Bangladesh ",HP,HP Pavilion,15.6 Inches,,512 GB,Ryzen 7 4800H,12 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1660Ti
"Latest HP Omen Gaming Laptop | 17.3"" 165Hz IPS QHD Display | Intel 16-Core i7-12800HX | 32GB DDR5 2TB NVMe SSD | NVIDIA GeForce RTX 3070Ti | WiFi 6e | Thunderbolt 4 | Backlit KB | Windows 10 Pro","$2,539.00",,,,HP,CK100,17.3 Inches,Shadow Black,2 TB,Core i7 Family,32 GB,Windows 10 Pro,Dedicated,
"MSI GP66 Leopard 15.6"" 144Hz Gaming Laptop Intel Core i7-11800H RTX3070 16GB 1TB NVMe SSD Win11 VR Ready - Black (11UG-688)","$1,399.00",,," $1,935.14 Shipping & Import Fees Deposit to Bangladesh ",MSI,GP66 Leopard 11UG-688,15.6 Inches,Black,,Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070
"2022 MSI Raider GE77HX 12UGS-004 (i7-12800HX, 32GB RAM, 1TB NVMe SSD, RTX 3070Ti 8GB, 17.3"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","$2,299.00",2 ratings,5.0 out of 5 stars,,EXCaliberPC,Raider GE77HX 12UGS,17.3 Inches,32GB RAM,1 TB,Core i7,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3070 Ti
"Acer Chromebook 314 | MediaTek MT8183C Octa-Core Processor | 14"" HD Display | Mali-G72 MP3 Graphics | 4GB LPDDR4X | 32GB eMMC | Wi-Fi 5 | Chrome OS | CB314-2H-K3YM",$279.99,3 ratings,3.2 out of 5 stars, $455.63 Shipping & Import Fees Deposit to Bangladesh ,Acer,CB314-2H-K3YM,14 Inches,Silver,,MediaTek MT8183,4 GB,Chrome OS,Integrated,
"Dell Inspiron 2-in-1 Touch Screen Laptop, 14"" FHD+ IPS, AMD 6-Core Ryzen 5 5625U (Beat i7-1265U), 16GB RAM, 1TB PCIe SSD, WiFi 6, Backlit, FP Reader, SPS HDMI Cable, Pebble Green, Win 11",,1 rating,5.0 out of 5 stars,,Dell,,14 Inches,Pebble Green,1 TB,Ryzen 5,16 GB,Windows 11 Home,Integrated,AMD Radeon
"ASUS ROG Strix Scar 15 (2021) Gaming Laptop, 15.6” 165Hz IPS QHD, NVIDIA GeForce RTX 3080, AMD Ryzen 9 5900HX, 32GB DDR4, 1TB SSD, Opti-Mechanical Per-Key RGB Keyboard, Windows 10 Pro, G533QS-XS98Q",,124 ratings,4.3 out of 5 stars,,ASUS,ROG Strix Scar 15,15.6 Inches,Black,1 TB,Ryzen 9,32 GB,Windows 10 Pro,GeForce RTX 3080,NVIDIA GeForce RTX 3080
"2022 MSI Raider GE76 12UHS-255 Pro Extreme (i7-12700H, 64GB RAM, 4TB NVMe SSD, RTX 3080Ti 16GB, 17.3"" QHD 240Hz, Windows 11) Gaming Laptop","$4,995.00",3 ratings,5.0 out of 5 stars,,EXCaliberPC,Raider GE76 12UHS,17.3 Inches,64GB RAM,4 TB,Core i7,64 GB,Windows 11,Dedicated,NVIDIA GeForce RTX 3080 Ti
"ASUS VivoBook Flip 14 Thin and Light 2-in-1 Laptop, 14” FHD Touch Display, AMD Ryzen 5 5500U, 8GB RAM, 512GB SSD, Stylus, Fingerprint Reader, Windows 10 Home, Bespoke Black, TM420UA-DS52T",$729.99,67 ratings,4.4 out of 5 stars," $1,032.34 Shipping & Import Fees Deposit to Bangladesh ",ASUS,TM420UA-DS52T,14,Black,512 GB,Ryzen 5,8 GB,Windows 10 Home,Integrated,AMD Radeon™ Graphics
HP Elitebook 840 G5 Laptop Intel Core i7 1.80 GHz 16Gb Ram 512GB SSD Windows 10 Pro-64 (Renewed),,140 ratings,4.2 out of 5 stars,,HP,HP EliteBook,14 Inches,Silver,512 GB,Core i7,16 GB,Windows 10 Pro,Integrated,
"Lenovo IdeaPad 3i 15.6"" FHD Gaming Laptop 2022, 11th Gen Intel i5-11300H(up to 4.4GHz), 16GB RAM 1TB NVMe SSD, GeForce GTX 1650, USB-A&C RJ45, Windows 11",,43 ratings,4.5 out of 5 stars,,Lenovo,Lenovo Ideapad,15.6 Inches,Black,1 TB,Core i5,16 GB,Windows 11 Home,Dedicated,Intel Iris Xe Graphics
"HP 2022 Newest 15.6'' Laptop, AMD Ryzen 7 5700U (8-core, Beat i7-1180G7), 16GB DDR4 RAM, 1TB PCIe SSD, Windows 11 Home, Thin&Light, Full-Size Keyboard, cefesfy Webcam Accessory",,7 ratings,5.0 out of 5 stars,,HP,hp 15 laptop,15.6 Inches,Silver,1 TB,Ryzen 7,16 GB,Windows 11 Home,Integrated,Integrated
"Alienware X17 R2 VR Ready Gaming Laptop - 17.3-inch FHD 360Hz 1ms Display, Core i7-12700H, 16GB RAM, 1TB SSD, NVIDIA GeForce RTX 3070Ti 8GB GDDR6, Bluetooth, Wi-Fi 6, USB-C, Windows 11 Home - White",,69 ratings,4.3 out of 5 stars,,Alienware,Alienware x17 R2,17.3 Inches,Lunar Light,1 TB,Core i7 Family,16 GB,Windows 11 Home,Integrated,NVIDIA GeForce RTX 3070 Ti
"Alienware X15 R1 VR Ready Gaming Laptop - 15.6 inch 360Hz FHD 1080p Display, NVIDIA GeForce RTX 3070, Intel Core i7-11800H (11th Gen), 16GB DDR4 RAM, 1TB SSD, Wi-Fi 6, Windows 11 Home - Lunar Light",,70 ratings,4.0 out of 5 stars,,Alienware,Alienware x15 R1,15.6 Inches,White,1 TB,Core i7 Family,16 GB,RTX 3070,RTX 3070,
"Alienware m15 R3 15.6inch FHD Gaming Laptop (Lunar Light) Intel Core i7-10750H 10th Gen, 16GB DDR4 RAM, 512GB SSD, Nvidia GeForce RTX 2060 6GB GDDR6, Windows 10 Home (AWm15-7272WHT-PUS)",,419 ratings,4.4 out of 5 stars,,Alienware,AWm15-7272WHT-PUS,15 Inches,Lunar Light,512 GB,Corei7-10750H,16 GB,Windows 10 Home,NVIDIA RTX 2060,NVIDIA GeForce RTX 2060
"ASUS VivoBook 14 Laptop Computer, 14""  IPS FHD Display, Intel Core i3-1115G4 Processor, 4GB DDR4, 128GB PCIe SSD, Fingerprint Reader, Windows 11 Home in S Mode, Slate Grey, F415EA-AS31",$303.83,386 ratings,4.3 out of 5 stars, $488.91 Shipping & Import Fees Deposit to Bangladesh ,ASUS,ASUS VivoBook 14,14 Inches,Slate Grey,128 GB,Core i3,4 GB,Windows 11 Home in S Mode,Integrated,
"Latest Acer Predator Helios 300 Gaming Laptop | 15.6"" IPS FHD 165Hz Display | Intel 14-Core i7-12700H | NVIDIA RTX 3060 | 32GB DDR5 1TB NVMe SSD | Wi-Fi 6 | Thunderbolt 4 | Backlit KB RGB | Win10 Pro",,,,,Acer,PH315-55,15.6 Inches,Obsidian Black,1 TB,Core i7 Family,32 GB,Windows 10 Pro,Dedicated,NVIDIA GeForce RTX 3060 6GB DDR6
"Lenovo IdeaPad 1 Laptop, 14.0"" HD Display, Intel Celeron N4020, 4GB RAM, 64GB Storage, Intel UHD Graphics 600, Windows 11 in S Mode, Ice Blue",$229.00,"1,265 ratings",4.2 out of 5 stars, $396.02 Shipping & Import Fees Deposit to Bangladesh ,Lenovo,"Lenovo Ideapad 1 (14"", intel)",14 Inches,Ice Blue,64 GB,Celeron N4020,4 GB,Windows 11,Integrated,
"Lenovo Legion Y540 15.6"" Gaming Laptop 144Hz i7-9750H 16GB RAM 256GB SSD GTX 1660Ti 6GB - 9th Gen i7-9750H Hexa-Core - 144Hz Refresh Rate - NVIDIA GeForce GTX 1660Ti 6GB GDDR6 - Legion Ultimate S",,102 ratings,4.6 out of 5 stars,,Lenovo,Legion Y540,15.6 Inches,Black,256 GB,Intel Core i7,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1660Ti
"Acer Predator Triton 300 Gaming Laptop: Core i7-11800H 8-Core Processor, NVidia RTX 3070, 16GB RAM, 512GB SSD, 15.6"" Full HD 144Hz Display","$1,334.49",1 rating,4.0 out of 5 stars,,Acer,Predator Triton 300,15.6 Inches,Black,512 GB,Intel Core i7,16 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3070
"2022 MSI Vector GP66 12UHSO-673 Pro Extreme (i9-12900H, 64GB RAM, 2TB NVMe SSD, RTX 3080Ti 16GB, 15.6"" QHD 165Hz, Windows 11) Gaming Laptop","$3,599.00",1 rating,5.0 out of 5 stars,,EXCaliberPC,Vector GP66 12UHSO,15.6 Inches,64GB RAM,2 TB,Intel Core i9,64 GB,Windows 11 Home,Dedicated,NVIDIA GeForce RTX 3080 Ti
"MSI Sword Thin Bezel 15.6"" Core i7-11800H 144Hz Full HD IPS-Level Gaming Laptop NVIDIA GeForce RTX 3050Ti Max Performance Wi-Fi 6 White - w/ HDMI Cable (8GB Memory, 512GB PCIe SSD)",,7 ratings,4.8 out of 5 stars,,MSI,MSI Sword,15.6 Inches,White,,Core I7 11800H,8 GB,Windows 10,Dedicated,NVIDIA GeForce RTX 3050 Ti
ASUS 2022 ROG Strix Scar G533 Gaming Laptop 15.6” 300Hz FHD Display 12th Intel i9-12900H 14-Core 32GB DDR5 1TB SSD NVIDIA GeForce RTX 3060 6GB WiFi 6E Thunderbolt RGB Backlit RJ45 Win 11 w/RATZK USB,"$1,989.00",,,,ASUS,ROG STRIX SCAR,15.6 Inches,Off Black,1 TB,Core i9,32 GB,Windows 11,Dedicated,
"MSI 2022 GF76 Katana 17.3"" FHD IPS 144Hz Gaming Laptop Intel 14-Core i7-12700H NVIDIA GeForce RTX 3060 6GB GDDR6 64GB DDR4 2TB NVMe SSD HDMI USB-C WiFi AX RJ-45 Backlit Windows 11 Pro w/ RE USB","$1,999.99",7 ratings,4.5 out of 5 stars,,MSI,GF76-12UE,17.3 Inches,Black,2 TB,Core i7 Family,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3060
"2022 MSI GF63 Thin 15.6"" FHD Display Gaming Laptop - Intel i5-10300H 4 Cores - Nvidia GTX 1650 Max-Q 4GB - 16GB RAM DDR4 - 512GB M.2 SSD - WiFi 6 Type-C RJ-45 Windows 10 Home w/ 32GB USB Drive",,2 ratings,5.0 out of 5 stars,,MSI,GF63 Thin,15.6 Inches,Black,512 GB,Corei5-10300H,16 GB,Windows 10 Home,Dedicated,NVIDIA GeForce GTX 1650
"Razer Blade Pro 17 Gaming Laptop 2019: Intel Core i7-9750H, NVIDIA GeForce RTX 2080 Max-Q, 17.3"" FHD 240Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3, SD Card Reader","$3,076.87",18 ratings,4.3 out of 5 stars," $4,078.64 Shipping & Import Fees Deposit to Bangladesh ",Razer,Blade Pro 17,17.3 Inches,Black,512 GB,Core i7 Family,16 GB,Windows 10,Dedicated,NVIDIA GeForce RTX 2080 Max-Q
"2022 MSI Raider GE77HX 12UHS-082 (i9-12900HX, 32GB RAM, 1TB Platinum P41 NVMe SSD, RTX 3080Ti 16GB, 17.3"" QHD 240Hz, Windows 11 Pro) Gaming Laptop","$3,199.00",,,,EXCaliberPC,Raider GE77HX 12UHS,17.3 Inches,32GB RAM,1 TB,Intel Core i9,32 GB,Windows 11 Pro,Dedicated,NVIDIA GeForce RTX 3080 Ti
